"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:11:00 GMT 2025","passed","Sun Jun 08 21:11:01 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","31","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:10:59 GMT 2025","passed","Sun Jun 08 21:10:59 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","31","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:11:01 GMT 2025","passed","Sun Jun 08 21:11:01 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","32","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:11:01 GMT 2025","passed","Sun Jun 08 21:11:01 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","67","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:11:05 GMT 2025","passed","Sun Jun 08 21:11:05 GMT 2025","","corporate Adjustment","",""
"","32","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 21:11:00 GMT 2025","passed","Sun Jun 08 21:11:00 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get a specific report by ID","31","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:11:02 GMT 2025","passed","Sun Jun 08 21:11:02 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","42","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 21:09:44 GMT 2025","passed","Sun Jun 08 21:09:44 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","52","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:09:44 GMT 2025","failed","Sun Jun 08 21:09:44 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","36","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:11:00 GMT 2025","passed","Sun Jun 08 21:11:00 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","630","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:09:31 GMT 2025","passed","Sun Jun 08 21:09:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","31","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 21:11:02 GMT 2025","passed","Sun Jun 08 21:11:02 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","39","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:11:05 GMT 2025","passed","Sun Jun 08 21:11:05 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","148","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:09:42 GMT 2025","passed","Sun Jun 08 21:09:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","51","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:09:27 GMT 2025","passed","Sun Jun 08 21:09:27 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","56","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:09:43 GMT 2025","failed","Sun Jun 08 21:09:43 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","32","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:11:01 GMT 2025","passed","Sun Jun 08 21:11:01 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","32","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:10:59 GMT 2025","passed","Sun Jun 08 21:10:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","31","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:11:02 GMT 2025","passed","Sun Jun 08 21:11:02 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","34","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:10:59 GMT 2025","passed","Sun Jun 08 21:10:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","32","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:11:01 GMT 2025","passed","Sun Jun 08 21:11:01 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","52","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:09:44 GMT 2025","failed","Sun Jun 08 21:09:44 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","30","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:10:59 GMT 2025","passed","Sun Jun 08 21:10:59 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","252","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 21:09:34 GMT 2025","passed","Sun Jun 08 21:09:34 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:09:29 GMT 2025","passed","Sun Jun 08 21:09:29 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","32","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:11:01 GMT 2025","passed","Sun Jun 08 21:11:01 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","31","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:10:59 GMT 2025","passed","Sun Jun 08 21:10:59 GMT 2025","v1 > Health","Bank Admin","",""
"","31","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 21:11:02 GMT 2025","passed","Sun Jun 08 21:11:02 GMT 2025","v1 > Logout","Bank Admin","",""
"","38","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:09:30 GMT 2025","passed","Sun Jun 08 21:09:30 GMT 2025","v1 > Profile > Roles","Bank User","",""
