"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 23:09:53 GMT 2025","passed","Thu Jun 05 23:09:53 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","31","Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 23:10:58 GMT 2025","passed","Thu Jun 05 23:10:58 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","32","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:10:59 GMT 2025","passed","Thu Jun 05 23:10:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","31","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 23:10:59 GMT 2025","passed","Thu Jun 05 23:10:59 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a specific report by ID","31","Get Report by ID","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","104","Get profile - user not logged in","QA|Nova Bank - Infopool","Thu Jun 05 23:09:39 GMT 2025","passed","Thu Jun 05 23:09:39 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","38","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:09:41 GMT 2025","passed","Thu Jun 05 23:09:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a specific report by ID","31","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","31","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 23:10:58 GMT 2025","passed","Thu Jun 05 23:10:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","40","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:09:38 GMT 2025","passed","Thu Jun 05 23:09:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Get a specific report by ID","30","Get Report by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","36","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 23:09:51 GMT 2025","passed","Thu Jun 05 23:09:51 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","53","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:09:50 GMT 2025","passed","Thu Jun 05 23:09:50 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","30","No Auth - Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 23:10:59 GMT 2025","passed","Thu Jun 05 23:10:59 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","68","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 23:09:42 GMT 2025","passed","Thu Jun 05 23:09:42 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get a paginated list of reports with optional filtering","30","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","32","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:10:58 GMT 2025","passed","Thu Jun 05 23:10:58 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","32","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","45","Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 23:09:43 GMT 2025","failed","Thu Jun 05 23:09:43 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Update an existing report","28","Update Report","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","34","Get Reports - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:10:59 GMT 2025","passed","Thu Jun 05 23:10:59 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","34","Export Report Data","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","failed","Thu Jun 05 23:11:00 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","53","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:09:37 GMT 2025","passed","Thu Jun 05 23:09:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","35","Create organization - no name","QA|Nova Bank - Infopool","Thu Jun 05 23:10:57 GMT 2025","passed","Thu Jun 05 23:10:57 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","successful dashboard embed","QA|Nova Bank - Infopool","Thu Jun 05 23:10:56 GMT 2025","passed","Thu Jun 05 23:10:56 GMT 2025","embed dashboard","Bank User","",""
"","34","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 23:10:56 GMT 2025","passed","Thu Jun 05 23:10:56 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","232","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Thu Jun 05 23:09:53 GMT 2025","passed","Thu Jun 05 23:09:53 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","32","Add user to an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:10:58 GMT 2025","passed","Thu Jun 05 23:10:58 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","33","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Thu Jun 05 23:10:58 GMT 2025","passed","Thu Jun 05 23:10:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","31","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 23:11:00 GMT 2025","passed","Thu Jun 05 23:11:01 GMT 2025","","corporate Adjustment","",""
"","37","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:09:41 GMT 2025","passed","Thu Jun 05 23:09:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","63105","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 23:09:53 GMT 2025","passed","Thu Jun 05 23:10:56 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","33","No Auth - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 23:10:57 GMT 2025","passed","Thu Jun 05 23:10:57 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","31","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:10:59 GMT 2025","passed","Thu Jun 05 23:10:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","31","Create organization - empty city value","QA|Nova Bank - Infopool","Thu Jun 05 23:10:58 GMT 2025","passed","Thu Jun 05 23:10:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","Create roles","QA|Nova Bank - Infopool","Thu Jun 05 23:10:59 GMT 2025","passed","Thu Jun 05 23:10:59 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","36","Get profile roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:09:38 GMT 2025","passed","Thu Jun 05 23:09:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","31","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:10:57 GMT 2025","passed","Thu Jun 05 23:10:57 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
