"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 13:36:21 GMT 2025","passed","Thu Jun 05 13:36:21 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Delete a report (soft delete)","24","Delete Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 13:36:22 GMT 2025","passed","Thu Jun 05 13:36:22 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","77","Forgot password - successful","QA|Nova Bank - Infopool","Thu Jun 05 13:34:56 GMT 2025","failed","Thu Jun 05 13:34:56 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a specific report by ID","25","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 13:36:22 GMT 2025","passed","Thu Jun 05 13:36:22 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","25","Update role status","QA|Nova Bank - Infopool","Thu Jun 05 13:36:21 GMT 2025","passed","Thu Jun 05 13:36:21 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","24","Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 13:36:20 GMT 2025","passed","Thu Jun 05 13:36:20 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","253","audit-search","QA|Nova Bank - Infopool","Thu Jun 05 13:35:00 GMT 2025","passed","Thu Jun 05 13:35:00 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a paginated list of reports with optional filtering","24","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 13:36:21 GMT 2025","passed","Thu Jun 05 13:36:21 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","43","Update profile - no phone number","QA|Nova Bank - Infopool","Thu Jun 05 13:34:59 GMT 2025","passed","Thu Jun 05 13:34:59 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","126","Invalid current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 13:34:58 GMT 2025","passed","Thu Jun 05 13:34:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","24","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 13:36:20 GMT 2025","passed","Thu Jun 05 13:36:20 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","26","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 13:36:20 GMT 2025","passed","Thu Jun 05 13:36:20 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","30","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 13:35:00 GMT 2025","passed","Thu Jun 05 13:35:01 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","23","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 13:36:21 GMT 2025","passed","Thu Jun 05 13:36:21 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","109","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 13:34:57 GMT 2025","passed","Thu Jun 05 13:34:57 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","36","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 13:34:57 GMT 2025","passed","Thu Jun 05 13:34:57 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Create a new report","25","Create Report - Duplicate name","QA|Nova Bank - Infopool","Thu Jun 05 13:36:22 GMT 2025","passed","Thu Jun 05 13:36:22 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","25","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 13:36:21 GMT 2025","passed","Thu Jun 05 13:36:21 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","65","Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 13:35:02 GMT 2025","failed","Thu Jun 05 13:35:02 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","25","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Thu Jun 05 13:36:20 GMT 2025","passed","Thu Jun 05 13:36:20 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","128","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 13:34:59 GMT 2025","passed","Thu Jun 05 13:35:00 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","26","Update user - empty action field","QA|Nova Bank - Infopool","Thu Jun 05 13:36:19 GMT 2025","passed","Thu Jun 05 13:36:19 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","29","Create organization - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 13:36:20 GMT 2025","passed","Thu Jun 05 13:36:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
