"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","127","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Jan 09 19:02:27 UTC 2026","broken","Fri Jan 09 19:02:27 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","125","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Jan 09 19:02:16 UTC 2026","broken","Fri Jan 09 19:02:16 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","126","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jan 09 19:02:12 UTC 2026","broken","Fri Jan 09 19:02:12 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","126","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Jan 09 19:02:29 UTC 2026","broken","Fri Jan 09 19:02:29 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","132","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Jan 09 19:02:30 UTC 2026","broken","Fri Jan 09 19:02:30 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","123","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Jan 09 19:02:33 UTC 2026","broken","Fri Jan 09 19:02:33 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","120","managers","QA|Nova Bank - Infopool","Fri Jan 09 19:02:32 UTC 2026","broken","Fri Jan 09 19:02:32 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","129","get all category","QA|Nova Bank - Infopool","Fri Jan 09 19:02:34 UTC 2026","broken","Fri Jan 09 19:02:34 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","126","audit trail","QA|Nova Bank - Infopool","Fri Jan 09 19:02:15 UTC 2026","broken","Fri Jan 09 19:02:16 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","125","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Jan 09 19:02:33 UTC 2026","broken","Fri Jan 09 19:02:33 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","122","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Jan 09 19:02:31 UTC 2026","broken","Fri Jan 09 19:02:31 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","121","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jan 09 19:02:30 UTC 2026","broken","Fri Jan 09 19:02:30 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","121","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Jan 09 19:02:19 UTC 2026","broken","Fri Jan 09 19:02:19 UTC 2026","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Update an existing report","121","Update Report - No auth","QA|Nova Bank - Infopool","Fri Jan 09 19:02:37 UTC 2026","broken","Fri Jan 09 19:02:37 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","121","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Jan 09 19:02:22 UTC 2026","broken","Fri Jan 09 19:02:22 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","121","Fetch all organizations","QA|Nova Bank - Infopool","Fri Jan 09 19:02:28 UTC 2026","broken","Fri Jan 09 19:02:28 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"","120","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Jan 09 19:02:25 UTC 2026","broken","Fri Jan 09 19:02:25 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
