"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","85","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Tue Jun 03 18:18:40 GMT 2025","failed","Tue Jun 03 18:18:40 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","83","No Auth - Search Customers","QA|Nova Bank - Infopool","Tue Jun 03 18:18:41 GMT 2025","passed","Tue Jun 03 18:18:41 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","92","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:18:55 GMT 2025","passed","Tue Jun 03 18:18:55 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","83","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 18:18:55 GMT 2025","failed","Tue Jun 03 18:18:55 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","81","No auth - update role","QA|Nova Bank - Infopool","Tue Jun 03 18:18:53 GMT 2025","passed","Tue Jun 03 18:18:53 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","82","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:18:26 GMT 2025","passed","Tue Jun 03 18:18:26 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","96","Get profile roles - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:18:26 GMT 2025","passed","Tue Jun 03 18:18:26 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","898","Successful login","QA|Nova Bank - Infopool","Tue Jun 03 18:18:16 GMT 2025","passed","Tue Jun 03 18:18:17 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","81","No auth - get user role","QA|Nova Bank - Infopool","Tue Jun 03 18:18:53 GMT 2025","passed","Tue Jun 03 18:18:53 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","86","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Tue Jun 03 18:18:39 GMT 2025","failed","Tue Jun 03 18:18:39 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","83","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Tue Jun 03 18:18:41 GMT 2025","failed","Tue Jun 03 18:18:41 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","283","reset password","QA|Nova Bank - Infopool","Tue Jun 03 18:18:25 GMT 2025","passed","Tue Jun 03 18:18:25 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","186","Invalid credentials","QA|Nova Bank - Infopool","Tue Jun 03 18:18:17 GMT 2025","passed","Tue Jun 03 18:18:17 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","3190","Get Issue by ID","QA|Nova Bank - Infopool","Tue Jun 03 18:18:35 GMT 2025","failed","Tue Jun 03 18:18:38 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","89","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 18:18:32 GMT 2025","passed","Tue Jun 03 18:18:32 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","89","Update profile - no phone number","QA|Nova Bank - Infopool","Tue Jun 03 18:18:28 GMT 2025","passed","Tue Jun 03 18:18:28 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","209","Get events - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:18:28 GMT 2025","passed","Tue Jun 03 18:18:28 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","93","Empty new password - Change password","QA|Nova Bank - Infopool","Tue Jun 03 18:18:27 GMT 2025","passed","Tue Jun 03 18:18:27 GMT 2025","v1 > Profile > Password","Bank User","",""
"","87","Health","QA|Nova Bank - Infopool","Tue Jun 03 18:18:45 GMT 2025","passed","Tue Jun 03 18:18:45 GMT 2025","v1 > Health","Bank Admin","",""
"","115","Add user to an organization - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:18:57 GMT 2025","passed","Tue Jun 03 18:18:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","86","Add attachment to issue","QA|Nova Bank - Infopool","Tue Jun 03 18:18:39 GMT 2025","failed","Tue Jun 03 18:18:39 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","82","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Tue Jun 03 18:18:40 GMT 2025","passed","Tue Jun 03 18:18:40 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","169","Invalid current password - Change password","QA|Nova Bank - Infopool","Tue Jun 03 18:18:26 GMT 2025","passed","Tue Jun 03 18:18:27 GMT 2025","v1 > Profile > Password","Bank User","",""
"","101","Fetch all organizations","QA|Nova Bank - Infopool","Tue Jun 03 18:18:55 GMT 2025","passed","Tue Jun 03 18:18:55 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","139","Update organization details by ID - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:18:55 GMT 2025","passed","Tue Jun 03 18:18:55 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","96","Role does not exist - update role","QA|Nova Bank - Infopool","Tue Jun 03 18:18:53 GMT 2025","passed","Tue Jun 03 18:18:53 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","217","Add Comment to Issue","QA|Nova Bank - Infopool","Tue Jun 03 18:18:39 GMT 2025","passed","Tue Jun 03 18:18:39 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","81","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Tue Jun 03 18:18:56 GMT 2025","failed","Tue Jun 03 18:18:56 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","117","audit trail","QA|Nova Bank - Infopool","Tue Jun 03 18:18:29 GMT 2025","passed","Tue Jun 03 18:18:29 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","156","Update definition","QA|Nova Bank - Infopool","Tue Jun 03 18:18:45 GMT 2025","passed","Tue Jun 03 18:18:46 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","116","verify OTP","QA|Nova Bank - Infopool","Tue Jun 03 18:18:26 GMT 2025","passed","Tue Jun 03 18:18:26 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","96","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Tue Jun 03 18:18:55 GMT 2025","passed","Tue Jun 03 18:18:55 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","96","get user role","QA|Nova Bank - Infopool","Tue Jun 03 18:18:53 GMT 2025","passed","Tue Jun 03 18:18:53 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
