"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","27","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","34","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","85","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","42","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","76","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:42 GMT 2025","failed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","29","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","34","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 29 20:11:37 GMT 2025","passed","Sun Jun 29 20:11:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","52","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","2803","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 29 20:11:51 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","111","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 29 20:11:40 GMT 2025","passed","Sun Jun 29 20:11:40 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","79","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","31","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","76","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","failed","Sun Jun 29 20:11:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","32","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","3109","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 29 20:11:33 GMT 2025","passed","Sun Jun 29 20:11:36 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","94","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","46","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","41","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","49","get user role","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","29","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","failed","Sun Jun 29 20:11:54 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","29","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","46","Update profile","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","failed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","91","Create  organization","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","50","Search Customers","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","53","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","42","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","83","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","29","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","891","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 29 20:11:47 GMT 2025","passed","Sun Jun 29 20:11:48 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","29","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","failed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","56","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","68","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","failed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","78","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","3150","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 29 20:11:44 GMT 2025","failed","Sun Jun 29 20:11:47 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","42","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","38","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","63","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","42","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","29","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:44 GMT 2025","passed","Sun Jun 29 20:11:44 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","87","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","32","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Profile > Password","Bank User","",""
"","627","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:36 GMT 2025","passed","Sun Jun 29 20:11:37 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","47","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","28","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 29 20:11:42 GMT 2025","passed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","36","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","28","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","44","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","39","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","37","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","200","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","29","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","102","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","failed","Sun Jun 29 20:11:41 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","40","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","185","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","236","reset password","QA|Nova Bank - Infopool","Sun Jun 29 20:11:37 GMT 2025","passed","Sun Jun 29 20:11:37 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","69","verify OTP","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","43","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","40","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","30","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","40","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","failed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","136","Update Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:42 GMT 2025","passed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","42","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","44","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","31","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","37","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","107","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","29","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","46","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","74","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","47","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 29 20:11:42 GMT 2025","passed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","38","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","97","Update definition","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","41","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","247","audit-search","QA|Nova Bank - Infopool","Sun Jun 29 20:11:40 GMT 2025","passed","Sun Jun 29 20:11:40 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","47","Get single definition","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","119","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Profile > Password","Bank User","",""
"","30","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","43","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","60","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","63","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","failed","Sun Jun 29 20:11:54 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","32","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","38","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","28","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","117","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 29 20:11:40 GMT 2025","passed","Sun Jun 29 20:11:40 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","29","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","42","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","47","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","39","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","41","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 29 20:11:37 GMT 2025","passed","Sun Jun 29 20:11:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","43","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","34","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","219","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Profile > Password","Bank User","",""
"","28","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","32","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","28","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:42 GMT 2025","passed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","32","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","passed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","41","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","164","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:40 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","42","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","79","audit trail","QA|Nova Bank - Infopool","Sun Jun 29 20:11:40 GMT 2025","passed","Sun Jun 29 20:11:40 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","42","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","39","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","failed","Sun Jun 29 20:11:54 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","49","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","94","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","29","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 29 20:11:57 GMT 2025","failed","Sun Jun 29 20:11:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","101","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:37 GMT 2025","failed","Sun Jun 29 20:11:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","31","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:38 GMT 2025","passed","Sun Jun 29 20:11:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","45","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","passed","Sun Jun 29 20:11:54 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","29","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","3097","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 29 20:11:48 GMT 2025","passed","Sun Jun 29 20:11:51 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","297","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","32","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 29 20:11:41 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","39","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","32","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 29 20:11:42 GMT 2025","failed","Sun Jun 29 20:11:42 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","43","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 29 20:11:55 GMT 2025","passed","Sun Jun 29 20:11:55 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","28","Health","QA|Nova Bank - Infopool","Sun Jun 29 20:11:54 GMT 2025","failed","Sun Jun 29 20:11:54 GMT 2025","v1 > Health","Bank Admin","",""
"","54","Search Customers","QA|Nova Bank - Infopool","Sun Jun 29 20:11:43 GMT 2025","passed","Sun Jun 29 20:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","31","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:39 GMT 2025","passed","Sun Jun 29 20:11:39 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","37","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 29 20:11:40 GMT 2025","passed","Sun Jun 29 20:11:41 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","31","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 29 20:11:56 GMT 2025","passed","Sun Jun 29 20:11:56 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
