"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","143","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:59:18 GMT 2025","failed","Sun Jun 08 21:59:18 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","50","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:59:20 GMT 2025","passed","Sun Jun 08 21:59:20 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","27","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:00:53 GMT 2025","passed","Sun Jun 08 22:00:53 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","27","Update role status","QA|Nova Bank - Infopool","Sun Jun 08 22:00:52 GMT 2025","passed","Sun Jun 08 22:00:53 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","33","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 22:00:51 GMT 2025","passed","Sun Jun 08 22:00:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","278","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:59:25 GMT 2025","passed","Sun Jun 08 21:59:25 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","95","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:59:20 GMT 2025","passed","Sun Jun 08 21:59:20 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","27","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:52 GMT 2025","passed","Sun Jun 08 22:00:52 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","26","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:00:53 GMT 2025","passed","Sun Jun 08 22:00:53 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","32","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:00:50 GMT 2025","passed","Sun Jun 08 22:00:50 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
