"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","No auth - Create  organization","QA|Nova Bank - Infopool","Wed May 14 16:26:23 GMT 2025","passed","Wed May 14 16:26:23 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","86","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 14 16:26:26 GMT 2025","failed","Wed May 14 16:26:26 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","83","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 14 16:26:26 GMT 2025","passed","Wed May 14 16:26:26 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","95","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:26:12 GMT 2025","failed","Wed May 14 16:26:13 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","82","No auth - get all category","QA|Nova Bank - Infopool","Wed May 14 16:26:34 GMT 2025","passed","Wed May 14 16:26:34 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","87","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 14 16:26:12 GMT 2025","passed","Wed May 14 16:26:12 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","93","Update profile - successful","QA|Nova Bank - Infopool","Wed May 14 16:26:07 GMT 2025","failed","Wed May 14 16:26:07 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","93","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 14 16:26:11 GMT 2025","failed","Wed May 14 16:26:12 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","86","Fetch all users","QA|Nova Bank - Infopool","Wed May 14 16:26:22 GMT 2025","failed","Wed May 14 16:26:22 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Create a new report","94","Create Report - Empty category","QA|Nova Bank - Infopool","Wed May 14 16:26:43 GMT 2025","failed","Wed May 14 16:26:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","86","audit trail - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:26:08 GMT 2025","passed","Wed May 14 16:26:08 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","89","update role","QA|Nova Bank - Infopool","Wed May 14 16:26:23 GMT 2025","failed","Wed May 14 16:26:23 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","92","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 14 16:26:20 GMT 2025","failed","Wed May 14 16:26:20 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Create a new report","91","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed May 14 16:26:43 GMT 2025","failed","Wed May 14 16:26:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","95","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed May 14 16:26:08 GMT 2025","failed","Wed May 14 16:26:08 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","91","Weak password - Change password","QA|Nova Bank - Infopool","Wed May 14 16:26:07 GMT 2025","failed","Wed May 14 16:26:07 GMT 2025","v1 > Profile > Password","Bank User","",""
"","86","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed May 14 16:26:20 GMT 2025","passed","Wed May 14 16:26:20 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","88","category by id","QA|Nova Bank - Infopool","Wed May 14 16:26:34 GMT 2025","failed","Wed May 14 16:26:35 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a specific report by ID","6534","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed May 14 16:26:36 GMT 2025","failed","Wed May 14 16:26:43 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","91","Get Reports","QA|Nova Bank - Infopool","Wed May 14 16:26:35 GMT 2025","failed","Wed May 14 16:26:35 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","91","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 14 16:26:44 GMT 2025","failed","Wed May 14 16:26:44 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","91","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:26:09 GMT 2025","passed","Wed May 14 16:26:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed May 14 16:26:27 GMT 2025","passed","Wed May 14 16:26:27 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","87","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:26:19 GMT 2025","passed","Wed May 14 16:26:19 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","92","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed May 14 16:26:44 GMT 2025","failed","Wed May 14 16:26:44 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","83","No auth - get user role","QA|Nova Bank - Infopool","Wed May 14 16:26:23 GMT 2025","passed","Wed May 14 16:26:23 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","92","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed May 14 16:26:11 GMT 2025","failed","Wed May 14 16:26:11 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","85","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Wed May 14 16:26:11 GMT 2025","passed","Wed May 14 16:26:11 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","170","Invalid credentials","QA|Nova Bank - Infopool","Wed May 14 16:25:58 GMT 2025","passed","Wed May 14 16:25:58 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","92","Get Issue by ID","QA|Nova Bank - Infopool","Wed May 14 16:26:10 GMT 2025","failed","Wed May 14 16:26:11 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","91","Empty current password - Change password","QA|Nova Bank - Infopool","Wed May 14 16:26:07 GMT 2025","failed","Wed May 14 16:26:07 GMT 2025","v1 > Profile > Password","Bank User","",""
"","87","Update user - empty action field","QA|Nova Bank - Infopool","Wed May 14 16:26:23 GMT 2025","failed","Wed May 14 16:26:23 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","86","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 14 16:26:20 GMT 2025","passed","Wed May 14 16:26:21 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","92","Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 14 16:26:12 GMT 2025","failed","Wed May 14 16:26:12 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","91","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed May 14 16:26:20 GMT 2025","failed","Wed May 14 16:26:20 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Update an existing report","87","Update Report - No auth","QA|Nova Bank - Infopool","Wed May 14 16:26:43 GMT 2025","passed","Wed May 14 16:26:43 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","85","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Wed May 14 16:26:11 GMT 2025","passed","Wed May 14 16:26:11 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","91","Get events - invalid start date","QA|Nova Bank - Infopool","Wed May 14 16:26:08 GMT 2025","failed","Wed May 14 16:26:08 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","92","Update Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:26:12 GMT 2025","failed","Wed May 14 16:26:12 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","90","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed May 14 16:26:44 GMT 2025","failed","Wed May 14 16:26:44 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Delete a report (soft delete)","86","Delete Report","QA|Nova Bank - Infopool","Wed May 14 16:26:43 GMT 2025","failed","Wed May 14 16:26:43 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","91","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed May 14 16:26:25 GMT 2025","failed","Wed May 14 16:26:25 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","86","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:26:27 GMT 2025","failed","Wed May 14 16:26:27 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","92","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed May 14 16:26:21 GMT 2025","failed","Wed May 14 16:26:21 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","3172","Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:26:16 GMT 2025","failed","Wed May 14 16:26:19 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","3182","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:26:13 GMT 2025","passed","Wed May 14 16:26:16 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","94","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed May 14 16:26:05 GMT 2025","passed","Wed May 14 16:26:05 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","82","Logout session - no session","QA|Nova Bank - Infopool","Wed May 14 16:26:35 GMT 2025","passed","Wed May 14 16:26:35 GMT 2025","v1 > Logout","Bank Admin","",""
"","90","No user credentials","QA|Nova Bank - Infopool","Wed May 14 16:26:05 GMT 2025","passed","Wed May 14 16:26:05 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","89","Create roles - empty name field","QA|Nova Bank - Infopool","Wed May 14 16:26:33 GMT 2025","failed","Wed May 14 16:26:33 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","90","Get events - invalid end date","QA|Nova Bank - Infopool","Wed May 14 16:26:08 GMT 2025","failed","Wed May 14 16:26:08 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","93","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:26:06 GMT 2025","passed","Wed May 14 16:26:06 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","91","Update role status","QA|Nova Bank - Infopool","Wed May 14 16:26:33 GMT 2025","failed","Wed May 14 16:26:33 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","88","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:26:24 GMT 2025","failed","Wed May 14 16:26:24 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","82","No auth - update role","QA|Nova Bank - Infopool","Wed May 14 16:26:23 GMT 2025","passed","Wed May 14 16:26:23 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","86","Health","QA|Nova Bank - Infopool","Wed May 14 16:26:21 GMT 2025","passed","Wed May 14 16:26:21 GMT 2025","v1 > Health","Bank Admin","",""
"Get a specific report by ID","87","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed May 14 16:26:36 GMT 2025","failed","Wed May 14 16:26:36 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
